So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH,So Mon Thi
3001526,6.6,-1.0,7.0,5.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3001527,5.2,7.5,4.0,-1.0,-1.0,-1.0,-1.0,4.5,6.75,8.0,6.42,6
3001528,5.2,3.25,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,6.5,-1.0,-1.0,4
3001529,8.2,5.75,7.8,6.5,6.25,4.5,5.75,-1.0,-1.0,-1.0,-1.0,6
3001530,5.4,6.75,4.4,-1.0,-1.0,-1.0,-1.0,4.5,7.5,9.0,7.0,6
3001531,5.6,5.5,5.6,-1.0,-1.0,-1.0,-1.0,4.75,6.75,8.0,6.5,6
3001532,7.8,6.75,5.0,-1.0,-1.0,-1.0,-1.0,4.75,7.5,7.75,6.67,6
3001533,7.2,7.0,4.0,-1.0,-1.0,-1.0,-1.0,4.5,7.5,7.5,6.5,6
3001534,8.6,5.5,5.0,6.5,5.5,6.25,6.08,-1.0,-1.0,-1.0,-1.0,6
3001535,8.4,7.0,3.0,4.75,5.25,4.75,4.92,-1.0,-1.0,-1.0,-1.0,6
3001536,6.6,6.0,6.4,-1.0,-1.0,-1.0,-1.0,5.75,6.25,8.75,6.92,6
3001537,6.4,6.5,4.4,3.75,6.75,3.25,4.58,-1.0,-1.0,-1.0,-1.0,6
3001538,6.8,6.0,2.6,5.75,4.0,4.75,4.83,-1.0,-1.0,-1.0,-1.0,6
3001539,6.6,6.75,6.2,-1.0,-1.0,-1.0,-1.0,8.25,9.0,8.0,8.42,6
3001540,5.8,6.25,4.4,-1.0,-1.0,-1.0,-1.0,2.75,6.25,7.25,5.42,6
3001541,6.2,5.5,5.4,5.75,3.5,3.5,4.25,-1.0,-1.0,-1.0,-1.0,6
3001542,5.0,6.5,4.6,-1.0,-1.0,-1.0,-1.0,6.0,7.0,8.5,7.17,6
3001543,3.6,6.25,2.6,-1.0,-1.0,-1.0,-1.0,3.5,6.25,7.25,5.67,6
3001544,6.2,5.0,4.6,5.25,4.5,4.25,4.67,-1.0,-1.0,-1.0,-1.0,6
3001545,8.6,6.0,5.2,7.25,6.75,5.0,6.33,-1.0,-1.0,-1.0,-1.0,6
3001546,8.4,5.75,4.2,8.0,9.0,5.5,7.5,-1.0,-1.0,-1.0,-1.0,6
3001547,6.4,6.0,3.2,7.0,5.0,4.25,5.42,-1.0,-1.0,-1.0,-1.0,6
3001548,6.4,7.5,5.0,-1.0,-1.0,-1.0,-1.0,2.5,6.25,5.25,4.67,6
3001549,6.6,7.5,4.0,-1.0,-1.0,-1.0,-1.0,6.0,7.0,7.25,6.75,6
3001550,7.6,6.75,6.2,7.5,7.0,5.25,6.58,-1.0,-1.0,-1.0,-1.0,6
3001551,7.0,7.0,5.2,-1.0,-1.0,-1.0,-1.0,5.25,6.75,8.75,6.92,6
3001552,7.0,5.25,3.8,3.75,5.0,5.5,4.75,-1.0,-1.0,-1.0,-1.0,6
3001553,6.0,6.5,5.2,-1.0,-1.0,-1.0,-1.0,6.75,8.5,8.75,8.0,6
3001554,4.0,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,4.5,-1.0,-1.0,4
3001555,6.4,6.5,3.6,-1.0,-1.0,-1.0,-1.0,4.0,6.25,8.5,6.25,6
3001556,7.6,7.0,9.2,-1.0,-1.0,-1.0,-1.0,6.0,7.25,7.75,7.0,6
3001557,5.8,6.0,3.4,-1.0,-1.0,-1.0,-1.0,3.75,6.25,7.0,5.67,6
3001558,7.6,6.75,5.0,5.0,4.25,5.0,4.75,-1.0,-1.0,-1.0,-1.0,6
3001559,7.4,4.5,2.8,6.5,3.5,4.5,4.83,-1.0,-1.0,-1.0,-1.0,6
3001560,2.4,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,3.75,-1.0,-1.0,4
3001561,8.4,3.5,4.0,7.5,7.75,3.5,6.25,-1.0,-1.0,-1.0,-1.0,6
3001562,7.4,5.0,1.8,6.0,6.0,4.5,5.5,-1.0,-1.0,-1.0,-1.0,6
3001563,8.0,5.25,3.8,8.25,7.5,4.5,6.75,-1.0,-1.0,-1.0,-1.0,6
3001564,6.6,4.0,3.6,6.0,6.25,4.75,5.67,-1.0,-1.0,-1.0,-1.0,6
3001565,5.0,4.25,2.6,-1.0,-1.0,-1.0,-1.0,3.5,5.75,7.5,5.58,6
3001566,5.4,5.0,5.0,-1.0,-1.0,-1.0,-1.0,4.5,6.75,7.75,6.33,6
3001567,7.0,5.5,7.4,-1.0,-1.0,-1.0,-1.0,4.0,6.0,8.0,6.0,6
3001568,5.2,-1.0,5.0,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3001569,7.2,4.5,2.8,4.25,5.75,4.75,4.92,-1.0,-1.0,-1.0,-1.0,6
3001570,2.0,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,5.75,-1.0,-1.0,4
3001571,7.2,4.75,3.4,-1.0,-1.0,-1.0,-1.0,5.5,7.25,8.25,7.0,6
3001572,7.0,6.0,5.0,-1.0,-1.0,-1.0,-1.0,6.0,8.25,9.0,7.75,6
3001574,2.4,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.25,-1.0,-1.0,-1.0,3
3001575,6.8,5.0,3.4,6.5,2.75,4.75,4.67,-1.0,-1.0,-1.0,-1.0,6
3001576,3.6,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4.75,-1.0,-1.0,4
3001577,5.0,4.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,5.75,-1.0,-1.0,4
3001578,7.2,7.5,5.0,-1.0,-1.0,-1.0,-1.0,5.75,6.5,8.5,6.92,6
3001579,7.0,7.5,7.2,-1.0,-1.0,-1.0,-1.0,7.25,7.75,8.75,7.92,6
3001580,4.6,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.25,7.75,-1.0,-1.0,4
3001581,5.0,7.25,3.0,-1.0,-1.0,-1.0,-1.0,4.0,7.0,7.0,6.0,6
3001582,5.6,7.0,2.6,-1.0,-1.0,-1.0,-1.0,4.25,4.5,8.5,5.75,6
3001583,6.4,5.0,4.2,6.5,5.25,4.75,5.5,-1.0,-1.0,-1.0,-1.0,6
3001584,7.6,6.5,3.4,-1.0,-1.0,-1.0,-1.0,3.0,6.25,7.75,5.67,6
3001586,5.8,6.0,3.0,5.25,6.25,6.0,5.83,-1.0,-1.0,-1.0,-1.0,6
3001587,8.0,6.25,2.2,7.75,6.5,4.0,6.08,-1.0,-1.0,-1.0,-1.0,6
3001588,3.0,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.25,5.25,-1.0,-1.0,4
3001589,4.8,5.25,3.4,-1.0,-1.0,-1.0,-1.0,3.75,6.25,4.5,4.83,6
3001590,6.0,7.0,2.8,-1.0,-1.0,-1.0,-1.0,6.75,5.5,8.5,6.92,6
3001591,5.6,7.25,4.0,-1.0,-1.0,-1.0,-1.0,4.75,6.25,7.25,6.08,6
3001592,6.6,6.0,3.4,3.25,4.5,4.0,3.92,-1.0,-1.0,-1.0,-1.0,6
3001593,7.4,5.0,4.0,-1.0,-1.0,-1.0,-1.0,5.75,7.75,8.5,7.33,6
3001594,7.6,4.0,5.6,5.0,4.5,3.75,4.42,-1.0,-1.0,-1.0,-1.0,6
3001595,8.0,4.75,4.8,7.25,7.0,5.25,6.5,-1.0,-1.0,-1.0,-1.0,6
3001596,7.2,7.5,4.0,5.5,6.5,4.25,5.42,-1.0,-1.0,-1.0,-1.0,6
3001597,4.6,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5.75,-1.0,-1.0,4
3001598,9.0,8.0,6.4,7.5,6.75,5.75,6.67,-1.0,-1.0,-1.0,-1.0,6
3001599,7.2,7.0,3.4,5.5,5.5,5.0,5.33,-1.0,-1.0,-1.0,-1.0,6
3001600,2.6,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,5.75,-1.0,-1.0,4
3001601,3.4,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,5.5,-1.0,-1.0,4
3001602,6.6,6.0,3.8,-1.0,-1.0,-1.0,-1.0,5.0,6.25,9.0,6.75,6
3001603,3.2,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,-1.0,-1.0,-1.0,3
3001604,6.8,6.0,5.2,-1.0,-1.0,-1.0,-1.0,2.75,7.5,8.75,6.33,6
3001605,6.4,6.5,3.2,6.25,5.75,5.0,5.67,-1.0,-1.0,-1.0,-1.0,6
3001606,7.6,7.0,5.6,7.75,4.75,4.75,5.75,-1.0,-1.0,-1.0,-1.0,6
3001607,3.6,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,4.25,-1.0,-1.0,4
3001608,6.8,5.25,2.0,4.75,5.25,3.75,4.58,-1.0,-1.0,-1.0,-1.0,6
3001609,7.4,5.25,3.8,-1.0,-1.0,-1.0,-1.0,7.25,8.0,9.0,8.08,6
3001610,6.6,5.25,4.0,-1.0,-1.0,-1.0,-1.0,5.5,8.0,9.25,7.58,6
3001611,8.2,6.75,6.8,7.0,5.25,4.5,5.58,-1.0,-1.0,-1.0,-1.0,6
3001612,8.0,8.75,7.2,5.0,3.0,6.0,4.67,-1.0,-1.0,-1.0,-1.0,6
3001613,8.6,5.75,8.6,3.75,8.25,8.5,6.83,-1.0,-1.0,-1.0,-1.0,6
3001614,8.0,6.0,4.2,7.25,6.5,3.75,5.83,-1.0,-1.0,-1.0,-1.0,6
3001615,7.4,7.5,5.2,6.75,6.25,5.5,6.17,-1.0,-1.0,-1.0,-1.0,6
3001616,7.2,5.0,4.2,7.0,4.0,4.75,5.25,-1.0,-1.0,-1.0,-1.0,6
3001617,7.0,7.25,7.2,-1.0,-1.0,-1.0,-1.0,6.5,7.0,8.25,7.25,6
3001618,6.4,7.0,3.6,-1.0,-1.0,-1.0,-1.0,6.75,7.75,8.5,7.67,6
3001619,6.0,6.25,4.2,-1.0,-1.0,-1.0,-1.0,3.25,5.5,6.5,5.08,6
3001620,9.0,-1.0,-1.0,-1.0,7.75,9.25,-1.0,-1.0,-1.0,-1.0,-1.0,3
3001621,6.6,7.25,3.2,-1.0,-1.0,-1.0,-1.0,4.5,5.5,6.75,5.58,6
3001622,8.8,6.75,5.6,7.5,8.0,7.75,7.75,-1.0,-1.0,-1.0,-1.0,6
3001623,4.8,5.25,3.2,-1.0,-1.0,-1.0,-1.0,3.75,7.5,7.0,6.08,6
3001624,7.0,5.75,6.4,-1.0,-1.0,-1.0,-1.0,6.0,8.25,9.5,7.92,6
3001625,4.8,4.75,3.2,-1.0,-1.0,-1.0,-1.0,5.5,6.5,7.5,6.5,6
3001626,7.6,4.5,3.2,-1.0,-1.0,-1.0,-1.0,2.25,6.75,8.75,5.92,6
3001627,8.8,6.0,5.2,7.0,5.5,4.75,5.75,-1.0,-1.0,-1.0,-1.0,6
3001628,8.0,7.5,7.0,-1.0,-1.0,-1.0,-1.0,4.0,6.75,9.0,6.58,6
3001629,6.4,7.75,6.6,-1.0,-1.0,-1.0,-1.0,5.25,7.25,8.25,6.92,6
3001630,8.0,5.0,6.6,-1.0,-1.0,-1.0,-1.0,7.25,7.75,7.75,7.58,6
3001631,8.4,6.5,3.4,7.5,6.5,4.0,6.0,-1.0,-1.0,-1.0,-1.0,6
3001632,7.6,6.25,4.0,5.0,6.75,4.0,5.25,-1.0,-1.0,-1.0,-1.0,6
3001633,7.4,7.25,5.4,-1.0,-1.0,-1.0,-1.0,4.25,8.25,8.25,6.92,6
3001634,6.6,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.75,6.0,-1.0,-1.0,4
3001635,8.6,6.5,5.6,7.25,7.0,4.25,6.17,-1.0,-1.0,-1.0,-1.0,6
3001636,8.8,6.25,7.2,6.75,4.75,3.5,5.0,-1.0,-1.0,-1.0,-1.0,6
3001637,6.8,6.75,2.8,5.5,6.75,4.75,5.67,-1.0,-1.0,-1.0,-1.0,6
3001638,6.6,5.5,5.6,6.25,6.0,5.5,5.92,-1.0,-1.0,-1.0,-1.0,6
3001639,6.8,7.0,3.4,6.25,5.25,5.5,5.67,-1.0,-1.0,-1.0,-1.0,6
3001640,6.4,5.5,3.0,-1.0,-1.0,-1.0,-1.0,4.75,7.25,8.25,6.75,6
3001641,6.8,7.5,5.0,-1.0,-1.0,-1.0,-1.0,5.25,8.25,6.75,6.75,6
3001642,6.8,6.0,4.4,-1.0,-1.0,-1.0,-1.0,6.25,6.0,9.25,7.17,6
3001643,7.4,6.5,4.2,-1.0,-1.0,-1.0,-1.0,6.75,8.75,8.75,8.08,6
3001644,7.2,7.0,3.4,7.25,5.5,4.75,5.83,-1.0,-1.0,-1.0,-1.0,6
3001645,6.2,6.5,6.6,-1.0,-1.0,-1.0,-1.0,5.5,5.5,7.0,6.0,6
3001646,7.8,6.25,6.6,6.0,4.0,4.5,4.83,-1.0,-1.0,-1.0,-1.0,6
3001647,7.4,7.75,8.8,-1.0,-1.0,-1.0,-1.0,7.75,8.0,9.25,8.33,6
3001648,8.6,6.75,-1.0,7.25,7.25,5.25,6.58,-1.0,-1.0,-1.0,-1.0,5
3001649,7.2,6.25,7.0,-1.0,-1.0,-1.0,-1.0,5.0,6.0,9.0,6.67,6
3001650,7.0,6.25,4.0,4.25,5.0,3.5,4.25,-1.0,-1.0,-1.0,-1.0,6
3001651,2.8,-1.0,2.0,3.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3001652,8.0,5.75,9.2,7.75,6.0,7.0,6.92,-1.0,-1.0,-1.0,-1.0,6
3001653,7.2,4.25,4.0,7.0,6.0,5.25,6.08,-1.0,-1.0,-1.0,-1.0,6
3001654,5.0,5.75,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,5.25,-1.0,-1.0,4
3001655,6.2,6.25,6.4,5.75,4.0,5.0,4.92,-1.0,-1.0,-1.0,-1.0,6
3001656,6.8,5.5,4.6,7.5,5.75,3.5,5.58,-1.0,-1.0,-1.0,-1.0,6
3001657,6.2,7.0,4.8,-1.0,-1.0,-1.0,-1.0,3.5,6.5,7.25,5.75,6
3001658,8.2,6.25,5.2,6.5,7.5,5.75,6.58,-1.0,-1.0,-1.0,-1.0,6
3001659,7.2,6.5,2.8,6.75,6.0,4.5,5.75,-1.0,-1.0,-1.0,-1.0,6
3001660,1.4,-1.0,-1.0,-1.0,2.5,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3001661,2.0,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,1.75,4.25,-1.0,-1.0,4
3001662,5.8,6.25,2.6,4.75,2.25,4.0,3.67,-1.0,-1.0,-1.0,-1.0,6
3001663,5.2,5.75,3.6,3.75,3.75,4.75,4.08,-1.0,-1.0,-1.0,-1.0,6
3001664,5.6,5.75,4.4,4.0,3.5,3.5,3.67,-1.0,-1.0,-1.0,-1.0,6
3001665,4.6,6.75,4.8,-1.0,-1.0,-1.0,-1.0,4.75,6.25,7.75,6.25,6
3001666,4.2,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,6.25,-1.0,-1.0,4
3001667,8.0,7.25,4.8,-1.0,-1.0,-1.0,-1.0,7.75,9.0,9.5,8.75,6
3001668,7.6,-1.0,-1.0,6.75,6.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3001669,6.4,6.25,4.2,-1.0,-1.0,-1.0,-1.0,4.75,7.0,9.0,6.92,6
3001670,6.2,5.75,3.0,6.75,4.75,4.25,5.25,-1.0,-1.0,-1.0,-1.0,6
3001671,7.8,5.0,3.8,7.25,5.5,4.5,5.75,-1.0,-1.0,-1.0,-1.0,6
3001672,7.2,6.0,4.6,5.75,4.25,3.75,4.58,-1.0,-1.0,-1.0,-1.0,6
3001673,6.2,6.25,3.4,6.5,2.5,4.25,4.42,-1.0,-1.0,-1.0,-1.0,6
3001674,7.4,7.25,4.8,6.0,6.0,5.5,5.83,-1.0,-1.0,-1.0,-1.0,6
3001675,5.2,4.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,6.75,-1.0,-1.0,4
3001676,2.6,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,4.75,-1.0,-1.0,4
3001677,7.6,7.0,8.4,-1.0,-1.0,-1.0,-1.0,5.75,6.75,8.5,7.0,6
3001678,2.2,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,5.25,-1.0,-1.0,4
3001679,7.0,7.25,2.6,4.25,3.5,3.75,3.83,-1.0,-1.0,-1.0,-1.0,6
3001680,7.2,7.25,4.6,6.0,4.75,4.25,5.0,-1.0,-1.0,-1.0,-1.0,6
3001681,7.6,4.25,3.4,4.5,4.75,6.0,5.08,-1.0,-1.0,-1.0,-1.0,6
3001682,3.8,4.75,-1.0,-1.0,-1.0,-1.0,-1.0,4.75,6.25,-1.0,-1.0,4
3001683,5.8,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,3
3001684,7.2,6.0,2.0,5.75,2.25,2.75,3.58,-1.0,-1.0,-1.0,-1.0,6
3001685,8.4,5.75,3.2,6.75,7.75,5.0,6.5,-1.0,-1.0,-1.0,-1.0,6
3001686,7.0,4.25,2.6,-1.0,-1.0,-1.0,-1.0,4.0,7.75,8.75,6.83,6
3001687,7.4,5.0,3.4,-1.0,-1.0,-1.0,-1.0,4.75,7.25,9.25,7.08,6
3001688,3.8,6.0,3.8,-1.0,-1.0,-1.0,-1.0,3.25,4.0,6.0,4.42,6
3001689,8.4,4.75,3.4,6.0,6.75,3.5,5.42,-1.0,-1.0,-1.0,-1.0,6
3001690,5.0,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,4.25,-1.0,-1.0,4
3001691,6.4,4.5,4.6,4.5,7.25,6.5,6.08,-1.0,-1.0,-1.0,-1.0,6
3001692,7.2,6.5,3.8,6.5,6.0,4.5,5.67,-1.0,-1.0,-1.0,-1.0,6
3001693,8.2,6.75,6.0,7.25,8.5,6.75,7.5,-1.0,-1.0,-1.0,-1.0,6
3001694,7.0,6.25,5.4,-1.0,-1.0,-1.0,-1.0,3.25,7.5,8.0,6.25,6
3001695,7.2,6.75,5.8,-1.0,-1.0,-1.0,-1.0,4.25,7.0,8.75,6.67,6
3001696,5.6,6.5,4.4,-1.0,-1.0,-1.0,-1.0,4.5,7.25,8.0,6.58,6
3001697,6.6,7.0,4.6,-1.0,-1.0,-1.0,-1.0,5.25,7.0,8.75,7.0,6
3001698,4.6,6.0,2.8,-1.0,-1.0,-1.0,-1.0,4.5,6.5,7.25,6.08,6
3001699,7.8,7.25,6.2,-1.0,-1.0,-1.0,-1.0,3.25,7.5,8.75,6.5,6
3001700,6.8,7.0,2.2,-1.0,-1.0,-1.0,-1.0,4.75,5.75,7.0,5.83,6
3001701,5.8,5.0,4.8,-1.0,-1.0,-1.0,-1.0,3.0,7.0,6.0,5.33,6
3001702,7.4,4.75,4.8,5.0,4.25,5.5,4.92,-1.0,-1.0,-1.0,-1.0,6
3001703,7.4,6.75,6.4,-1.0,-1.0,-1.0,-1.0,5.75,8.0,9.0,7.58,6
3001704,6.2,5.25,3.6,5.75,6.0,5.25,5.67,-1.0,-1.0,-1.0,-1.0,6
3001705,7.4,6.5,7.6,-1.0,-1.0,-1.0,-1.0,5.0,6.25,9.5,6.92,6
3001706,6.8,4.25,3.2,5.5,5.5,4.5,5.17,-1.0,-1.0,-1.0,-1.0,6
3001707,7.8,5.75,8.8,7.0,7.75,6.5,7.08,-1.0,-1.0,-1.0,-1.0,6
3001708,8.8,6.5,6.6,7.25,8.0,4.5,6.58,-1.0,-1.0,-1.0,-1.0,6
3001709,7.0,8.25,8.2,5.5,5.75,5.5,5.58,-1.0,-1.0,-1.0,-1.0,6
3001710,8.0,8.25,8.6,-1.0,-1.0,-1.0,-1.0,5.0,6.75,8.75,6.83,6
3001711,6.4,5.25,3.6,-1.0,-1.0,-1.0,-1.0,4.5,6.25,9.0,6.58,6
3001712,7.8,5.75,7.2,-1.0,-1.0,-1.0,-1.0,6.0,6.75,7.5,6.75,6
3001713,7.4,8.5,8.6,-1.0,-1.0,-1.0,-1.0,8.25,9.0,10.0,9.08,6
3001714,7.4,5.5,4.0,4.5,3.5,4.25,4.08,-1.0,-1.0,-1.0,-1.0,6
3001715,5.4,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,3.25,5.25,6.25,4.92,5
3001716,6.6,5.5,5.0,-1.0,-1.0,-1.0,-1.0,4.5,6.25,8.25,6.33,6
3001717,6.8,6.0,5.2,-1.0,-1.0,-1.0,-1.0,4.5,7.25,8.75,6.83,6
3001718,7.6,4.5,3.8,4.75,4.75,5.75,5.08,-1.0,-1.0,-1.0,-1.0,6
3001719,7.6,5.0,4.8,7.25,7.5,4.0,6.25,-1.0,-1.0,-1.0,-1.0,6
3001720,8.2,3.0,3.2,5.5,7.5,3.5,5.5,-1.0,-1.0,-1.0,-1.0,6
3001721,7.6,6.5,5.4,-1.0,-1.0,-1.0,-1.0,5.0,6.75,7.75,6.5,6
3001722,7.8,4.75,5.6,5.75,7.5,4.25,5.83,-1.0,-1.0,-1.0,-1.0,6
3001723,7.0,5.75,7.8,-1.0,-1.0,-1.0,-1.0,6.75,9.0,9.75,8.5,6
3001724,3.8,5.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,6.25,-1.0,-1.0,4
3001725,7.2,-1.0,6.8,-1.0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3001726,6.2,5.0,5.4,4.0,6.25,6.0,5.42,-1.0,-1.0,-1.0,-1.0,6
3001727,8.2,6.25,4.2,7.75,7.25,6.0,7.0,-1.0,-1.0,-1.0,-1.0,6
3001728,6.0,6.0,3.2,5.25,4.75,5.75,5.25,-1.0,-1.0,-1.0,-1.0,6
3001729,9.4,4.0,4.6,9.0,8.75,4.5,7.42,-1.0,-1.0,-1.0,-1.0,6
3001730,5.8,5.0,4.4,4.5,6.0,2.5,4.33,-1.0,-1.0,-1.0,-1.0,6
3001731,6.0,6.5,4.6,-1.0,-1.0,-1.0,-1.0,4.25,8.0,9.0,7.08,6
3001732,6.2,6.75,3.6,-1.0,-1.0,-1.0,-1.0,4.5,6.75,8.0,6.42,6
3001733,6.0,6.25,5.8,-1.0,-1.0,-1.0,-1.0,5.25,7.0,8.25,6.83,6
3001734,9.4,4.25,6.6,9.25,9.25,4.25,7.58,-1.0,-1.0,-1.0,-1.0,6
3001735,7.8,5.5,4.2,-1.0,-1.0,-1.0,-1.0,5.0,6.0,8.25,6.42,6
3001736,7.2,5.25,6.8,-1.0,-1.0,-1.0,-1.0,5.25,7.75,8.5,7.17,6
3001737,7.4,6.5,7.0,4.75,4.25,3.75,4.25,-1.0,-1.0,-1.0,-1.0,6
3001738,7.8,5.75,8.2,5.25,4.0,5.0,4.75,-1.0,-1.0,-1.0,-1.0,6
3001739,6.6,6.0,4.8,-1.0,-1.0,-1.0,-1.0,5.75,6.5,6.75,6.33,6
3001740,6.8,7.75,4.4,-1.0,-1.0,-1.0,-1.0,5.75,7.0,8.0,6.92,6
3001741,7.4,4.5,5.0,6.0,5.75,3.75,5.17,-1.0,-1.0,-1.0,-1.0,6
3001742,8.0,6.0,6.0,6.25,5.75,4.0,5.33,-1.0,-1.0,-1.0,-1.0,6
3001743,6.0,5.0,4.2,-1.0,-1.0,-1.0,-1.0,4.0,6.5,8.75,6.42,6
3001744,8.2,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,3
3001745,6.2,6.75,5.6,-1.0,-1.0,-1.0,-1.0,5.75,8.25,8.5,7.5,6
3001746,7.6,6.25,4.4,-1.0,-1.0,-1.0,-1.0,4.25,6.5,9.25,6.67,6
3001747,7.6,6.5,5.0,5.0,4.25,4.5,4.58,-1.0,-1.0,-1.0,-1.0,6
3001748,7.6,7.5,8.8,8.25,6.25,5.0,6.5,-1.0,-1.0,-1.0,-1.0,6
3001749,8.6,6.0,7.4,7.5,5.75,6.0,6.42,-1.0,-1.0,-1.0,-1.0,6
3001750,6.8,5.75,3.6,3.75,5.25,5.5,4.83,-1.0,-1.0,-1.0,-1.0,6
3001751,8.4,6.0,3.0,4.5,7.25,8.5,6.75,-1.0,-1.0,-1.0,-1.0,6
3001752,7.2,6.75,3.8,-1.0,-1.0,-1.0,-1.0,4.75,7.0,7.75,6.5,6
3001753,5.2,6.0,3.6,-1.0,-1.0,-1.0,-1.0,4.0,7.0,8.5,6.5,6
3001754,8.4,5.25,3.4,8.75,7.25,3.0,6.33,-1.0,-1.0,-1.0,-1.0,6
3001755,7.6,3.25,4.8,6.25,7.5,4.75,6.17,-1.0,-1.0,-1.0,-1.0,6
3001756,3.0,1.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5.25,-1.0,-1.0,4
3001757,2.2,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,3.75,-1.0,-1.0,4
3001758,5.0,5.0,5.4,-1.0,-1.0,-1.0,-1.0,6.5,7.0,9.0,7.5,6
3001759,2.8,-1.0,-1.0,1.75,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3001760,5.2,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,6.25,-1.0,-1.0,4
3001761,7.8,7.0,7.4,-1.0,-1.0,-1.0,-1.0,4.75,7.25,8.75,6.92,6
3001762,7.4,6.25,6.8,-1.0,-1.0,-1.0,-1.0,3.75,6.0,6.5,5.42,6
3001763,9.0,6.75,4.4,6.75,7.0,3.25,5.67,-1.0,-1.0,-1.0,-1.0,6
3001764,6.6,7.0,6.4,-1.0,-1.0,-1.0,-1.0,2.75,5.75,7.75,5.42,6
3001765,6.2,7.0,5.8,-1.0,-1.0,-1.0,-1.0,5.25,6.25,9.0,6.83,6
3001766,7.4,7.0,4.4,6.75,6.25,4.75,5.92,-1.0,-1.0,-1.0,-1.0,6
3001767,7.8,7.25,8.6,6.75,5.0,5.75,5.83,-1.0,-1.0,-1.0,-1.0,6
3001768,8.0,7.5,2.4,6.5,3.25,6.25,5.33,-1.0,-1.0,-1.0,-1.0,6
3001769,8.4,5.0,3.4,7.0,7.25,5.25,6.5,-1.0,-1.0,-1.0,-1.0,6
3001770,7.4,5.5,6.0,6.25,4.5,5.75,5.5,-1.0,-1.0,-1.0,-1.0,6
3001771,8.2,4.0,6.8,7.5,7.75,4.75,6.67,-1.0,-1.0,-1.0,-1.0,6
3001772,8.0,5.75,-1.0,-1.0,-1.0,-1.0,-1.0,8.75,-1.0,-1.0,-1.0,3
3001773,6.4,5.25,2.8,-1.0,-1.0,-1.0,-1.0,3.0,5.0,7.5,5.17,6
3001774,7.2,4.75,5.6,7.0,5.0,5.0,5.67,-1.0,-1.0,-1.0,-1.0,6
3001775,6.4,4.0,2.2,5.75,5.25,3.0,4.67,-1.0,-1.0,-1.0,-1.0,6
3001776,6.8,5.25,3.4,7.25,6.0,5.0,6.08,-1.0,-1.0,-1.0,-1.0,6
3001777,8.2,4.5,4.8,6.25,7.0,5.75,6.33,-1.0,-1.0,-1.0,-1.0,6
3001778,2.2,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,3.5,-1.0,-1.0,4
3001779,4.6,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,4.0,-1.0,-1.0,4
3001780,7.8,7.0,9.8,-1.0,-1.0,-1.0,-1.0,4.25,7.25,7.25,6.25,6
3001781,7.8,4.5,3.8,8.0,5.0,4.25,5.75,-1.0,-1.0,-1.0,-1.0,6
3001782,6.6,6.5,4.0,-1.0,-1.0,-1.0,-1.0,6.75,6.0,8.25,7.0,6
