So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH,So Mon Thi
3015242,5.6,6.5,3.8,-1.0,-1.0,-1.0,-1.0,3.75,6.0,7.75,5.83,6
3015243,8.2,4.25,5.4,-1.0,-1.0,-1.0,-1.0,6.5,8.0,9.25,7.92,6
3015244,5.4,3.75,2.6,-1.0,-1.0,-1.0,-1.0,2.75,5.0,5.75,4.5,6
3015245,4.6,4.25,6.2,-1.0,-1.0,-1.0,-1.0,5.0,6.0,8.75,6.58,6
3015246,5.8,4.75,2.4,-1.0,-1.0,-1.0,-1.0,5.0,6.0,8.0,6.33,6
3015247,7.8,5.75,6.0,4.75,6.5,6.5,5.92,-1.0,-1.0,-1.0,-1.0,6
3015248,4.4,3.25,3.4,-1.0,-1.0,-1.0,-1.0,4.25,4.75,7.25,5.42,6
3015249,6.8,6.0,2.8,-1.0,-1.0,-1.0,-1.0,5.25,7.5,9.5,7.42,6
3015250,3.8,5.5,3.0,-1.0,-1.0,-1.0,-1.0,5.25,7.5,8.0,6.92,6
3015251,5.4,5.0,3.0,4.75,4.25,4.75,4.58,-1.0,-1.0,-1.0,-1.0,6
3015252,5.8,5.5,3.4,-1.0,-1.0,-1.0,-1.0,4.0,7.25,7.5,6.25,6
3015253,3.2,5.25,3.0,-1.0,-1.0,-1.0,-1.0,4.5,7.5,8.75,6.92,6
3015254,5.2,6.25,5.4,-1.0,-1.0,-1.0,-1.0,6.0,7.5,9.75,7.75,6
3015255,6.6,6.25,3.4,4.0,3.75,3.25,3.67,-1.0,-1.0,-1.0,-1.0,6
3015256,5.0,6.75,3.2,-1.0,-1.0,-1.0,-1.0,5.75,7.0,9.25,7.33,6
3015257,8.0,4.75,3.8,8.25,7.5,4.25,6.67,-1.0,-1.0,-1.0,-1.0,6
3015258,5.0,6.0,3.6,-1.0,-1.0,-1.0,-1.0,2.75,6.25,7.75,5.58,6
3015259,4.2,6.5,2.6,-1.0,-1.0,-1.0,-1.0,5.5,6.5,7.25,6.42,6
3015260,5.4,5.0,3.8,-1.0,-1.0,-1.0,-1.0,5.5,7.0,9.5,7.33,6
3015261,5.8,7.0,2.2,-1.0,-1.0,-1.0,-1.0,3.75,7.75,9.25,6.92,6
3015262,9.0,7.0,6.8,8.0,8.25,5.25,7.17,-1.0,-1.0,-1.0,-1.0,6
3015263,6.6,4.0,2.4,-1.0,-1.0,-1.0,-1.0,3.75,6.25,7.25,5.75,6
3015264,3.4,4.5,1.8,-1.0,-1.0,-1.0,-1.0,3.25,4.75,6.5,4.83,6
3015265,3.2,5.25,3.2,-1.0,-1.0,-1.0,-1.0,2.75,4.75,8.25,5.25,6
3015266,6.6,7.0,5.6,-1.0,-1.0,-1.0,-1.0,3.75,6.25,7.0,5.67,6
3015267,7.6,8.0,6.0,-1.0,-1.0,-1.0,-1.0,6.25,9.25,9.5,8.33,6
3015268,7.2,8.0,6.8,4.5,6.0,4.5,5.0,-1.0,-1.0,-1.0,-1.0,6
3015269,8.0,8.0,4.4,7.5,6.0,5.75,6.42,-1.0,-1.0,-1.0,-1.0,6
3015270,5.8,7.0,5.4,-1.0,-1.0,-1.0,-1.0,5.75,8.0,9.0,7.58,6
3015271,5.8,6.25,4.4,-1.0,-1.0,-1.0,-1.0,7.0,7.25,8.5,7.58,6
3015272,8.6,7.75,5.6,-1.0,-1.0,-1.0,-1.0,8.25,7.25,8.0,7.83,6
3015273,8.6,7.25,3.0,-1.0,-1.0,-1.0,-1.0,4.0,8.5,9.5,7.33,6
3015274,4.8,7.25,4.2,-1.0,-1.0,-1.0,-1.0,3.0,6.25,8.5,5.92,6
3015275,9.2,6.75,7.6,7.25,7.25,4.5,6.33,-1.0,-1.0,-1.0,-1.0,6
3015276,6.0,5.0,2.0,-1.0,-1.0,-1.0,-1.0,5.25,7.0,8.75,7.0,6
3015277,6.8,5.0,2.0,-1.0,-1.0,-1.0,-1.0,4.5,7.0,9.75,7.08,6
3015278,5.4,5.0,2.2,-1.0,-1.0,-1.0,-1.0,4.0,6.5,8.0,6.17,6
3015279,5.2,4.75,2.4,-1.0,-1.0,-1.0,-1.0,4.5,6.25,9.25,6.67,6
3015280,4.2,5.75,2.4,-1.0,-1.0,-1.0,-1.0,6.0,5.75,8.5,6.75,6
3015281,6.4,8.5,3.6,4.0,4.5,5.25,4.58,-1.0,-1.0,-1.0,-1.0,6
3015282,7.4,7.25,4.0,-1.0,-1.0,-1.0,-1.0,4.75,5.75,7.0,5.83,6
3015283,5.6,6.75,5.2,-1.0,-1.0,-1.0,-1.0,3.75,7.25,9.0,6.67,6
3015284,7.0,7.5,9.2,5.5,4.75,5.25,5.17,-1.0,-1.0,-1.0,-1.0,6
3015285,7.0,6.5,4.0,-1.0,-1.0,-1.0,-1.0,4.5,6.75,7.5,6.25,6
3015286,7.4,7.25,4.6,-1.0,-1.0,-1.0,-1.0,6.25,6.5,9.5,7.42,6
3015287,6.4,7.0,4.0,-1.0,-1.0,-1.0,-1.0,4.25,7.75,8.5,6.83,6
3015288,2.8,3.75,2.4,-1.0,-1.0,-1.0,-1.0,2.75,5.5,8.5,5.58,6
3015289,4.4,6.25,3.0,-1.0,-1.0,-1.0,-1.0,4.5,5.0,8.25,5.92,6
3015290,7.2,6.75,7.2,-1.0,-1.0,-1.0,-1.0,4.75,8.0,8.5,7.08,6
3015291,6.4,6.25,5.6,-1.0,-1.0,-1.0,-1.0,3.75,5.5,7.75,5.67,6
3015292,4.6,5.0,3.2,-1.0,-1.0,-1.0,-1.0,6.5,6.5,8.75,7.25,6
3015293,4.0,4.5,3.4,-1.0,-1.0,-1.0,-1.0,2.25,4.5,6.75,4.5,6
3015294,8.2,6.75,3.4,-1.0,-1.0,-1.0,-1.0,5.75,8.0,9.25,7.67,6
3015295,6.2,6.5,2.2,-1.0,-1.0,-1.0,-1.0,3.0,5.0,8.5,5.5,6
3015296,4.4,6.5,3.6,-1.0,-1.0,-1.0,-1.0,5.5,7.0,9.0,7.17,6
3015297,4.6,4.0,4.8,-1.0,-1.0,-1.0,-1.0,5.25,5.5,7.75,6.17,6
3015298,7.2,5.5,4.2,-1.0,-1.0,-1.0,-1.0,6.0,7.25,9.75,7.67,6
3015299,4.6,6.5,3.4,-1.0,-1.0,-1.0,-1.0,2.75,5.5,7.75,5.33,6
3015300,5.2,5.0,4.0,-1.0,-1.0,-1.0,-1.0,4.75,5.5,7.0,5.75,6
3015301,8.2,7.25,7.0,5.5,7.25,4.0,5.58,-1.0,-1.0,-1.0,-1.0,6
3015302,2.8,3.0,1.6,-1.0,-1.0,-1.0,-1.0,2.5,4.75,4.75,4.0,6
3015303,5.8,4.75,3.0,-1.0,-1.0,-1.0,-1.0,8.0,7.0,9.0,8.0,6
3015304,2.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,3.25,3.25,7.25,4.58,6
3015305,7.2,8.0,5.4,3.75,4.5,5.0,4.42,-1.0,-1.0,-1.0,-1.0,6
3015306,4.6,5.25,3.6,-1.0,-1.0,-1.0,-1.0,3.25,7.0,8.25,6.17,6
3015307,5.0,7.25,5.4,-1.0,-1.0,-1.0,-1.0,3.5,5.75,8.25,5.83,6
3015308,6.6,7.0,6.4,4.25,4.5,6.25,5.0,-1.0,-1.0,-1.0,-1.0,6
3015309,5.2,5.75,3.0,-1.0,-1.0,-1.0,-1.0,5.5,6.25,7.0,6.25,6
3015310,5.6,6.5,3.4,-1.0,-1.0,-1.0,-1.0,2.25,4.0,6.75,4.33,6
3015311,4.4,6.0,3.4,-1.0,-1.0,-1.0,-1.0,4.0,5.75,8.0,5.92,6
3015312,4.6,7.25,4.2,-1.0,-1.0,-1.0,-1.0,5.0,5.0,8.5,6.17,6
3015313,4.6,5.25,3.6,-1.0,-1.0,-1.0,-1.0,2.25,5.0,8.75,5.33,6
3015314,6.6,3.75,4.6,5.0,3.0,5.0,4.33,-1.0,-1.0,-1.0,-1.0,6
3015315,3.2,3.5,3.8,-1.0,-1.0,-1.0,-1.0,3.0,4.75,6.25,4.67,6
3015316,7.4,5.0,2.4,5.5,4.5,2.5,4.17,-1.0,-1.0,-1.0,-1.0,6
3015317,7.6,4.75,3.8,4.5,3.75,4.0,4.08,-1.0,-1.0,-1.0,-1.0,6
3015318,4.8,5.0,3.4,-1.0,-1.0,-1.0,-1.0,3.75,6.75,8.75,6.42,6
3015319,6.2,6.75,3.0,-1.0,-1.0,-1.0,-1.0,5.0,6.25,7.75,6.33,6
3015320,6.2,6.5,6.0,-1.0,-1.0,-1.0,-1.0,3.5,7.5,8.0,6.33,6
3015321,4.4,7.0,4.6,-1.0,-1.0,-1.0,-1.0,3.75,5.25,7.25,5.42,6
3015322,3.0,5.0,2.4,-1.0,-1.0,-1.0,-1.0,3.0,4.5,8.0,5.17,6
3015323,6.8,6.75,5.8,-1.0,-1.0,-1.0,-1.0,6.75,7.0,8.5,7.42,6
3015324,6.8,5.25,4.0,-1.0,-1.0,-1.0,-1.0,7.5,6.75,8.75,7.67,6
3015325,6.2,5.75,2.2,-1.0,-1.0,-1.0,-1.0,4.5,8.0,7.5,6.67,6
3015326,6.8,5.0,4.0,6.75,5.25,6.75,6.25,-1.0,-1.0,-1.0,-1.0,6
3015327,4.4,5.25,2.6,-1.0,-1.0,-1.0,-1.0,3.75,6.0,6.0,5.25,6
3015328,3.2,5.25,3.6,-1.0,-1.0,-1.0,-1.0,4.0,5.25,7.25,5.5,6
3015329,6.0,6.5,3.2,-1.0,-1.0,-1.0,-1.0,3.25,7.0,5.0,5.08,6
3015330,8.2,4.25,3.2,3.5,6.5,6.5,5.5,-1.0,-1.0,-1.0,-1.0,6
3015331,6.8,4.5,2.6,-1.0,-1.0,-1.0,-1.0,4.0,5.5,9.0,6.17,6
3015332,3.2,3.75,2.6,-1.0,-1.0,-1.0,-1.0,1.75,6.25,7.0,5.0,6
3015333,5.4,5.0,2.6,-1.0,-1.0,-1.0,-1.0,3.5,5.0,6.5,5.0,6
3015334,4.0,5.0,2.2,-1.0,-1.0,-1.0,-1.0,4.0,6.0,7.5,5.83,6
3015335,6.0,4.25,3.4,-1.0,-1.0,-1.0,-1.0,4.0,5.5,9.0,6.17,6
3015336,6.8,6.0,3.8,-1.0,-1.0,-1.0,-1.0,2.25,7.5,6.75,5.5,6
3015337,5.0,7.0,2.2,-1.0,-1.0,-1.0,-1.0,4.25,7.5,8.5,6.75,6
3015338,5.8,7.25,4.0,-1.0,-1.0,-1.0,-1.0,6.75,5.75,9.25,7.25,6
3015339,6.2,5.0,3.0,-1.0,-1.0,-1.0,-1.0,6.75,7.5,8.25,7.5,6
3015340,6.4,6.0,3.2,-1.0,-1.0,-1.0,-1.0,2.75,6.25,8.0,5.67,6
3015341,6.0,5.0,3.4,-1.0,-1.0,-1.0,-1.0,5.0,5.5,8.75,6.42,6
3015342,6.8,6.0,4.2,-1.0,-1.0,-1.0,-1.0,5.75,8.25,9.25,7.75,6
3015343,4.2,4.25,3.8,-1.0,-1.0,-1.0,-1.0,4.5,6.0,9.0,6.5,6
3015344,4.6,6.75,5.0,-1.0,-1.0,-1.0,-1.0,5.25,7.25,8.75,7.08,6
3015345,6.2,7.5,5.2,-1.0,-1.0,-1.0,-1.0,5.75,6.5,8.5,6.92,6
3015346,6.0,5.75,4.6,-1.0,-1.0,-1.0,-1.0,4.75,7.5,7.75,6.67,6
3015347,5.2,7.0,4.4,-1.0,-1.0,-1.0,-1.0,2.75,5.75,7.75,5.42,6
3015348,7.8,7.0,9.0,-1.0,-1.0,-1.0,-1.0,4.25,7.75,8.5,6.83,6
3015349,5.0,5.5,3.6,-1.0,-1.0,-1.0,-1.0,2.75,4.75,7.0,4.83,6
3015350,7.2,7.5,4.0,4.5,4.75,4.0,4.42,-1.0,-1.0,-1.0,-1.0,6
3015351,6.4,5.0,4.6,-1.0,-1.0,-1.0,-1.0,4.75,7.0,7.5,6.42,6
3015352,5.6,5.25,3.4,-1.0,-1.0,-1.0,-1.0,5.25,6.0,9.0,6.75,6
3015353,5.6,5.5,3.2,-1.0,-1.0,-1.0,-1.0,4.75,6.25,8.5,6.5,6
3015354,6.2,8.0,8.2,-1.0,-1.0,-1.0,-1.0,6.25,6.25,8.75,7.08,6
3015355,4.6,5.75,3.0,-1.0,-1.0,-1.0,-1.0,2.0,6.25,7.0,5.08,6
3015356,5.8,5.0,3.4,-1.0,-1.0,-1.0,-1.0,4.75,6.25,8.5,6.5,6
3015357,4.4,4.5,2.8,-1.0,-1.0,-1.0,-1.0,3.75,4.0,6.0,4.58,6
3015358,4.4,7.0,3.2,-1.0,-1.0,-1.0,-1.0,4.0,6.75,6.25,5.67,6
3015359,6.0,5.5,4.4,-1.0,-1.0,-1.0,-1.0,4.25,4.0,7.5,5.25,6
3015360,7.0,4.5,3.6,-1.0,-1.0,-1.0,-1.0,4.5,7.0,8.5,6.67,6
3015361,6.6,6.75,4.2,-1.0,-1.0,-1.0,-1.0,6.25,6.5,7.5,6.75,6
3015362,5.4,7.0,3.6,-1.0,-1.0,-1.0,-1.0,3.5,6.75,9.25,6.5,6
3015363,3.0,5.5,2.4,-1.0,-1.0,-1.0,-1.0,3.25,4.5,6.0,4.58,6
3015364,4.4,4.5,3.6,-1.0,-1.0,-1.0,-1.0,2.0,4.5,6.0,4.17,6
3015365,4.4,3.5,3.4,-1.0,-1.0,-1.0,-1.0,4.25,5.25,7.0,5.5,6
3015366,5.2,6.0,3.6,-1.0,-1.0,-1.0,-1.0,4.25,5.75,8.5,6.17,6
3015367,4.4,4.25,3.2,-1.0,-1.0,-1.0,-1.0,2.0,5.75,7.5,5.08,6
3015368,6.6,7.0,4.2,-1.0,-1.0,-1.0,-1.0,6.25,7.25,8.25,7.25,6
3015369,8.4,5.5,3.6,4.0,6.5,8.0,6.17,-1.0,-1.0,-1.0,-1.0,6
3015370,4.8,6.5,3.0,-1.0,-1.0,-1.0,-1.0,4.75,6.5,7.25,6.17,6
3015371,6.2,6.0,4.0,-1.0,-1.0,-1.0,-1.0,5.5,5.5,8.5,6.5,6
3015372,5.8,8.5,4.6,-1.0,-1.0,-1.0,-1.0,4.75,5.5,8.0,6.08,6
3015373,8.6,7.5,6.4,7.0,8.0,5.5,6.83,-1.0,-1.0,-1.0,-1.0,6
3015374,5.6,5.5,2.4,-1.0,-1.0,-1.0,-1.0,5.75,6.5,8.5,6.92,6
3015375,5.8,4.0,5.8,-1.0,-1.0,-1.0,-1.0,5.0,6.25,8.25,6.5,6
3015376,5.8,5.75,3.6,-1.0,-1.0,-1.0,-1.0,3.75,5.0,7.5,5.42,6
3015377,4.6,4.75,3.4,-1.0,-1.0,-1.0,-1.0,6.25,5.75,8.25,6.75,6
3015378,5.0,5.5,5.0,-1.0,-1.0,-1.0,-1.0,3.5,6.5,9.0,6.33,6
3015379,5.8,4.75,4.4,-1.0,-1.0,-1.0,-1.0,2.75,4.75,7.5,5.0,6
3015380,6.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,4.75,7.5,8.25,6.83,6
3015381,4.6,3.5,2.2,-1.0,-1.0,-1.0,-1.0,3.0,4.25,6.75,4.67,6
3015382,2.2,3.75,2.2,-1.0,-1.0,-1.0,-1.0,2.5,4.75,6.0,4.42,6
3015383,3.4,4.5,2.6,-1.0,-1.0,-1.0,-1.0,2.5,7.0,7.0,5.5,6
3015384,6.0,5.25,3.6,-1.0,-1.0,-1.0,-1.0,4.5,6.5,8.5,6.5,6
3015385,2.6,4.75,3.0,-1.0,-1.0,-1.0,-1.0,4.75,6.5,6.25,5.83,6
3015386,6.2,5.25,5.0,-1.0,-1.0,-1.0,-1.0,6.0,7.25,8.5,7.25,6
3015387,7.0,5.75,3.6,6.5,7.0,5.0,6.17,-1.0,-1.0,-1.0,-1.0,6
3015388,3.4,1.75,3.4,-1.0,-1.0,-1.0,-1.0,2.75,5.25,6.25,4.75,6
3015389,2.8,3.5,2.4,-1.0,-1.0,-1.0,-1.0,2.5,5.75,6.5,4.92,6
3015390,4.8,4.75,3.4,-1.0,-1.0,-1.0,-1.0,1.75,5.25,6.75,4.58,6
3015391,5.2,4.0,1.6,-1.0,-1.0,-1.0,-1.0,2.0,5.75,7.75,5.17,6
3015392,6.8,6.25,6.4,6.25,5.75,5.25,5.75,-1.0,-1.0,-1.0,-1.0,6
3015393,5.6,3.75,3.4,-1.0,-1.0,-1.0,-1.0,1.75,5.5,7.5,4.92,6
3015394,6.6,4.5,2.6,-1.0,-1.0,-1.0,-1.0,3.5,6.5,9.0,6.33,6
3015395,2.6,3.0,3.0,-1.0,-1.0,-1.0,-1.0,3.5,4.75,5.25,4.5,6
3015396,7.0,6.0,5.0,-1.0,-1.0,-1.0,-1.0,6.25,8.5,8.25,7.67,6
3015397,6.6,5.5,3.2,-1.0,-1.0,-1.0,-1.0,4.25,7.25,8.0,6.5,6
3015398,7.2,6.5,7.0,-1.0,-1.0,-1.0,-1.0,4.75,8.0,9.25,7.33,6
3015399,7.4,6.25,4.6,-1.0,-1.0,-1.0,-1.0,5.0,6.75,8.75,6.83,6
3015400,5.6,3.25,3.6,-1.0,-1.0,-1.0,-1.0,5.25,5.75,9.25,6.75,6
3015401,6.4,7.0,2.6,-1.0,-1.0,-1.0,-1.0,5.0,6.75,9.25,7.0,6
3015402,8.4,6.25,9.0,5.75,6.0,5.25,5.67,-1.0,-1.0,-1.0,-1.0,6
3015403,6.6,6.5,4.0,-1.0,-1.0,-1.0,-1.0,6.25,8.75,8.75,7.92,6
3015404,4.8,6.5,4.4,-1.0,-1.0,-1.0,-1.0,4.0,4.75,9.0,5.92,6
3015405,8.2,5.5,4.2,8.0,7.75,5.5,7.08,-1.0,-1.0,-1.0,-1.0,6
3015406,3.6,3.75,2.6,-1.0,-1.0,-1.0,-1.0,3.0,4.75,7.5,5.08,6
3015407,8.8,7.25,7.0,8.25,8.5,8.25,8.33,-1.0,-1.0,-1.0,-1.0,6
3015408,5.4,5.75,3.6,-1.0,-1.0,-1.0,-1.0,4.25,5.5,8.0,5.92,6
3015409,6.2,5.5,3.2,-1.0,-1.0,-1.0,-1.0,5.0,7.0,7.75,6.58,6
3015410,7.4,7.0,6.0,6.0,8.25,5.5,6.58,-1.0,-1.0,-1.0,-1.0,6
3015411,4.6,6.25,4.2,-1.0,-1.0,-1.0,-1.0,4.0,6.5,7.25,5.92,6
3015412,6.4,8.25,6.2,-1.0,-1.0,-1.0,-1.0,5.5,6.75,7.25,6.5,6
3015413,6.2,5.25,2.8,-1.0,-1.0,-1.0,-1.0,3.5,7.25,8.25,6.33,6
3015414,6.6,6.75,6.4,-1.0,-1.0,-1.0,-1.0,5.5,7.75,9.25,7.5,6
3015415,6.2,7.0,5.8,-1.0,-1.0,-1.0,-1.0,5.25,7.0,8.75,7.0,6
3015416,5.8,7.75,4.4,-1.0,-1.0,-1.0,-1.0,3.75,5.75,7.25,5.58,6
3015417,5.8,7.25,6.2,-1.0,-1.0,-1.0,-1.0,3.75,6.75,6.5,5.67,6
3015418,8.6,5.5,6.8,6.0,6.5,4.25,5.58,-1.0,-1.0,-1.0,-1.0,6
3015419,6.0,5.5,4.8,-1.0,-1.0,-1.0,-1.0,5.25,5.5,9.0,6.58,6
3015420,5.2,5.0,2.4,-1.0,-1.0,-1.0,-1.0,3.75,4.25,7.0,5.0,6
3015421,4.8,5.25,4.2,-1.0,-1.0,-1.0,-1.0,3.25,6.75,7.5,5.83,6
3015422,5.8,4.75,2.6,-1.0,-1.0,-1.0,-1.0,4.0,5.25,8.5,5.92,6
3015423,6.6,6.75,3.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,9.25,7.75,6
3015424,5.4,5.0,2.8,-1.0,-1.0,-1.0,-1.0,4.75,6.25,8.5,6.5,6
3015425,6.2,6.5,4.2,-1.0,-1.0,-1.0,-1.0,4.5,7.25,8.5,6.75,6
3015426,8.6,6.25,6.2,8.5,7.25,5.0,6.92,-1.0,-1.0,-1.0,-1.0,6
3015427,6.4,7.75,7.2,-1.0,-1.0,-1.0,-1.0,4.5,5.5,8.25,6.08,6
3015428,6.8,5.0,3.4,6.5,5.25,4.75,5.5,-1.0,-1.0,-1.0,-1.0,6
3015429,6.8,6.5,3.4,3.25,2.0,4.25,3.17,-1.0,-1.0,-1.0,-1.0,6
3015430,5.8,6.0,3.2,4.5,4.75,3.25,4.17,-1.0,-1.0,-1.0,-1.0,6
3015431,8.0,6.0,8.4,7.0,7.0,4.0,6.0,-1.0,-1.0,-1.0,-1.0,6
3015432,8.8,5.75,5.6,7.5,6.0,6.5,6.67,-1.0,-1.0,-1.0,-1.0,6
3015433,6.4,4.25,4.4,5.0,4.25,5.5,4.92,-1.0,-1.0,-1.0,-1.0,6
3015434,6.8,5.75,5.0,6.0,4.25,4.5,4.92,-1.0,-1.0,-1.0,-1.0,6
3015435,6.2,4.5,3.6,2.25,3.25,3.75,3.08,-1.0,-1.0,-1.0,-1.0,6
3015436,6.8,5.75,3.8,-1.0,-1.0,-1.0,-1.0,4.25,5.75,8.0,6.0,6
3015437,7.8,7.0,4.8,-1.0,-1.0,-1.0,-1.0,2.75,6.0,8.75,5.83,6
3015438,6.4,6.75,2.8,-1.0,-1.0,-1.0,-1.0,5.25,8.25,8.75,7.42,6
3015439,2.8,6.75,5.2,-1.0,-1.0,-1.0,-1.0,5.75,6.75,8.5,7.0,6
3015440,5.4,8.0,6.2,-1.0,-1.0,-1.0,-1.0,6.5,7.0,7.75,7.08,6
3015441,2.6,4.75,3.2,-1.0,-1.0,-1.0,-1.0,2.5,3.75,5.0,3.75,6
3015442,7.0,5.25,2.2,-1.0,-1.0,-1.0,-1.0,5.0,6.5,7.75,6.42,6
3015443,4.8,5.75,3.4,-1.0,-1.0,-1.0,-1.0,6.0,6.0,8.25,6.75,6
3015444,7.4,4.5,4.2,4.25,3.25,4.75,4.08,-1.0,-1.0,-1.0,-1.0,6
3015445,5.0,6.0,2.4,-1.0,-1.0,-1.0,-1.0,2.5,7.0,8.25,5.92,6
3015446,3.6,5.5,2.6,-1.0,-1.0,-1.0,-1.0,4.75,5.75,7.75,6.08,6
3015447,7.8,5.25,4.8,6.5,6.0,3.75,5.42,-1.0,-1.0,-1.0,-1.0,6
3015448,6.6,5.5,3.4,-1.0,-1.0,-1.0,-1.0,4.75,7.0,9.0,6.92,6
3015449,5.8,5.5,4.2,-1.0,-1.0,-1.0,-1.0,3.75,5.75,6.5,5.33,6
3015450,5.8,6.0,3.6,-1.0,-1.0,-1.0,-1.0,5.0,6.5,9.25,6.92,6
3015451,6.0,5.75,3.8,-1.0,-1.0,-1.0,-1.0,7.75,7.5,9.25,8.17,6
3015452,4.4,4.25,3.4,-1.0,-1.0,-1.0,-1.0,4.0,5.25,7.5,5.58,6
3015453,7.2,5.5,5.4,-1.0,-1.0,-1.0,-1.0,3.25,6.5,8.0,5.92,6
3015454,2.6,3.75,2.0,-1.0,-1.0,-1.0,-1.0,3.25,5.5,7.75,5.5,6
3015455,3.0,5.0,3.0,-1.0,-1.0,-1.0,-1.0,3.0,5.0,6.5,4.83,6
3015456,5.0,5.75,6.0,-1.0,-1.0,-1.0,-1.0,3.0,7.0,8.5,6.17,6
3015457,6.2,5.0,4.0,-1.0,-1.0,-1.0,-1.0,5.5,6.0,8.75,6.75,6
3015458,6.6,5.75,2.6,-1.0,-1.0,-1.0,-1.0,7.75,7.5,8.75,8.0,6
3015459,6.8,4.25,3.6,-1.0,-1.0,-1.0,-1.0,2.75,5.5,8.0,5.42,6
3015460,5.6,5.5,5.4,-1.0,-1.0,-1.0,-1.0,4.5,6.0,7.5,6.0,6
3015461,8.0,6.75,7.6,-1.0,-1.0,-1.0,-1.0,5.0,8.5,9.25,7.58,6
3015462,3.6,7.25,4.6,-1.0,-1.0,-1.0,-1.0,3.0,5.25,7.75,5.33,6
3015463,6.0,5.5,4.6,5.5,4.75,4.5,4.92,-1.0,-1.0,-1.0,-1.0,6
3015464,7.6,7.25,4.0,6.25,7.5,5.25,6.33,-1.0,-1.0,-1.0,-1.0,6
3015465,4.6,6.0,3.2,-1.0,-1.0,-1.0,-1.0,6.25,6.25,7.0,6.5,6
3015466,5.0,5.0,5.6,-1.0,-1.0,-1.0,-1.0,4.0,6.25,6.75,5.67,6
3015467,7.2,7.25,8.0,4.75,5.5,4.25,4.83,-1.0,-1.0,-1.0,-1.0,6
3015468,7.0,7.0,3.6,-1.0,-1.0,-1.0,-1.0,4.0,5.75,8.0,5.92,6
3015469,6.6,5.75,4.8,-1.0,-1.0,-1.0,-1.0,4.0,6.75,8.75,6.5,6
3015470,2.6,4.5,2.4,-1.0,-1.0,-1.0,-1.0,2.0,4.0,7.0,4.33,6
3015471,7.4,6.25,4.4,5.75,6.75,3.75,5.42,-1.0,-1.0,-1.0,-1.0,6
3015472,5.6,6.75,6.8,-1.0,-1.0,-1.0,-1.0,4.75,7.25,8.0,6.67,6
3015473,6.6,6.5,6.2,-1.0,-1.0,-1.0,-1.0,2.75,6.0,7.75,5.5,6
3015474,8.8,5.75,10.0,8.0,6.0,5.0,6.33,-1.0,-1.0,-1.0,-1.0,6
3015475,7.0,8.0,6.8,-1.0,-1.0,-1.0,-1.0,4.25,7.5,8.25,6.67,6
3015476,7.0,6.5,3.8,-1.0,-1.0,-1.0,-1.0,4.25,6.25,5.5,5.33,6
3015477,3.2,4.5,2.4,-1.0,-1.0,-1.0,-1.0,4.0,5.5,6.0,5.17,6
3015478,8.4,6.0,5.6,5.5,6.25,5.75,5.83,-1.0,-1.0,-1.0,-1.0,6
3015479,7.2,5.25,4.2,7.25,6.75,5.75,6.58,-1.0,-1.0,-1.0,-1.0,6
3015480,7.2,5.75,4.4,6.75,6.5,3.75,5.67,-1.0,-1.0,-1.0,-1.0,6
3015481,7.2,6.25,2.6,4.5,5.25,5.0,4.92,-1.0,-1.0,-1.0,-1.0,6
3015482,6.0,5.25,4.2,-1.0,-1.0,-1.0,-1.0,3.5,7.0,8.75,6.42,6
3015483,5.2,4.75,3.8,5.0,4.25,4.5,4.58,-1.0,-1.0,-1.0,-1.0,6
3015484,5.2,5.5,3.0,-1.0,-1.0,-1.0,-1.0,3.5,6.5,9.0,6.33,6
3015485,5.4,6.0,4.8,-1.0,-1.0,-1.0,-1.0,3.75,7.75,7.75,6.42,6
3015486,5.2,6.25,2.8,-1.0,-1.0,-1.0,-1.0,5.75,6.0,8.5,6.75,6
3015487,5.8,6.75,4.0,-1.0,-1.0,-1.0,-1.0,4.5,7.0,8.5,6.67,6
3015488,5.4,3.5,3.4,-1.0,-1.0,-1.0,-1.0,3.5,5.5,6.25,5.08,6
3015489,3.8,3.75,3.2,-1.0,-1.0,-1.0,-1.0,3.25,6.5,7.75,5.83,6
3015490,5.6,3.5,4.6,-1.0,-1.0,-1.0,-1.0,5.0,5.75,7.75,6.17,6
3015491,3.4,2.75,3.6,-1.0,-1.0,-1.0,-1.0,4.25,6.25,8.75,6.42,6
3015492,3.8,4.5,3.0,-1.0,-1.0,-1.0,-1.0,2.75,5.25,6.0,4.67,6
3015493,5.6,3.75,3.8,-1.0,-1.0,-1.0,-1.0,3.25,7.25,8.75,6.42,6
3015494,5.0,4.0,4.2,-1.0,-1.0,-1.0,-1.0,3.25,5.25,7.25,5.25,6
3015495,3.8,4.0,2.8,-1.0,-1.0,-1.0,-1.0,3.25,5.5,7.25,5.33,6
3015496,5.2,3.75,3.6,-1.0,-1.0,-1.0,-1.0,3.0,5.0,6.5,4.83,6
3015497,8.2,5.5,6.0,-1.0,-1.0,-1.0,-1.0,5.75,7.0,8.75,7.17,6
3015498,3.2,4.5,1.8,-1.0,-1.0,-1.0,-1.0,1.75,3.75,7.75,4.42,6
